study,pair,date,side,outcome,tie,k,bucket
single stretch,USDCHF,2014-03-12,bottom,reversal,False,17,3
single stretch,USDCHF,2014-07-29,top,timeout,False,20,3
single stretch,USDCHF,2014-08-29,top,continuation,False,6,3
single stretch,USDCHF,2014-10-10,top,timeout,False,20,3
single stretch,USDCHF,2014-12-31,top,reversal,False,11,3
single stretch,USDCHF,2015-03-06,top,reversal,False,12,2
single stretch,USDCHF,2015-08-11,top,reversal,False,8,3
single stretch,USDCHF,2016-04-05,bottom,reversal,False,13,2
single stretch,USDCHF,2016-11-23,top,timeout,False,20,3
single stretch,USDCHF,2017-05-19,bottom,timeout,False,20,3
single stretch,USDCHF,2017-06-27,bottom,timeout,False,20,2
single stretch,USDCHF,2017-10-26,top,timeout,False,20,3
single stretch,USDCHF,2018-01-16,bottom,continuation,False,12,3
single stretch,USDCHF,2018-02-14,bottom,timeout,False,20,3
single stretch,USDCHF,2018-04-20,top,continuation,False,2,0
single stretch,USDCHF,2018-08-29,bottom,timeout,False,20,3
single stretch,USDCHF,2018-10-30,top,timeout,False,20,3
single stretch,USDCHF,2019-04-18,top,timeout,False,20,3
single stretch,USDCHF,2019-06-21,bottom,timeout,False,20,3
single stretch,USDCHF,2020-03-03,bottom,continuation,False,4,3
single stretch,USDCHF,2020-07-22,bottom,continuation,False,7,3
single stretch,USDCHF,2020-08-13,bottom,timeout,False,20,2
single stretch,USDCHF,2020-12-03,bottom,timeout,False,20,3
single stretch,USDCHF,2021-03-01,top,timeout,False,20,3
single stretch,USDCHF,2022-06-13,top,reversal,False,9,3
single stretch,USDCHF,2022-11-11,bottom,timeout,False,20,3
single stretch,USDCHF,2022-12-13,bottom,timeout,False,20,3
single stretch,USDCHF,2023-04-12,bottom,timeout,False,20,3
single stretch,USDCHF,2023-07-12,bottom,timeout,False,20,3
single stretch,USDCHF,2023-09-21,top,continuation,False,4,2
single stretch,USDCHF,2023-11-28,bottom,continuation,False,4,1
single stretch,USDCHF,2023-12-14,bottom,continuation,False,9,3
single stretch,USDCHF,2024-01-08,bottom,timeout,False,20,3
single stretch,USDCHF,2024-03-21,top,timeout,False,20,3
single stretch,USDCHF,2024-04-24,top,reversal,False,16,2
single stretch,USDCHF,2024-08-01,bottom,continuation,False,2,3
single stretch,USDCHF,2024-09-04,bottom,timeout,False,20,3
single stretch,USDCHF,2024-11-12,top,timeout,False,20,3
single stretch,USDCHF,2024-12-18,top,timeout,False,20,3
single stretch,USDCHF,2025-04-03,bottom,continuation,False,5,3
single stretch,USDCHF,2025-06-12,bottom,timeout,False,20,3
single stretch,USDCHF,2025-07-11,bottom,timeout,False,20,3
single stretch,USDCHF,2026-01-26,bottom,timeout,False,20,3
single stretch,USDCHF,2026-06-19,top,timeout,False,20,3
single stretch,USDCHF,2026-07-24,top,reversal,False,18,3
single stretch,EURJPY,2009-03-23,top,timeout,False,20,3
single stretch,EURJPY,2010-05-06,bottom,timeout,False,20,3
single stretch,EURJPY,2010-06-29,bottom,reversal,False,12,2
single stretch,EURJPY,2010-08-24,bottom,timeout,False,20,3
single stretch,EURJPY,2011-04-01,top,timeout,False,20,3
single stretch,EURJPY,2011-07-12,bottom,timeout,False,20,3
single stretch,EURJPY,2011-09-09,bottom,timeout,False,20,3
single stretch,EURJPY,2011-12-28,bottom,continuation,False,5,1
single stretch,EURJPY,2012-02-22,top,timeout,False,20,3
single stretch,EURJPY,2012-03-26,top,reversal,False,11,3
single stretch,EURJPY,2012-05-15,bottom,continuation,False,11,3
single stretch,EURJPY,2012-07-20,bottom,timeout,False,20,3
single stretch,EURJPY,2012-09-14,top,timeout,False,20,3
single stretch,EURJPY,2012-10-22,top,timeout,False,20,3
single stretch,EURJPY,2012-11-21,top,continuation,False,19,3
single stretch,EURJPY,2013-04-08,top,timeout,False,20,3
single stretch,EURJPY,2013-05-10,top,reversal,False,20,2
single stretch,EURJPY,2013-11-22,top,timeout,False,20,3
single stretch,EURJPY,2014-07-22,bottom,timeout,False,20,3
single stretch,EURJPY,2014-11-03,top,continuation,False,13,3
single stretch,EURJPY,2015-01-13,bottom,continuation,False,2,1
single stretch,EURJPY,2015-02-04,bottom,timeout,False,20,3
single stretch,EURJPY,2015-03-06,bottom,timeout,False,20,3
single stretch,EURJPY,2015-04-13,bottom,reversal,False,12,3
single stretch,EURJPY,2015-06-02,top,timeout,False,20,3
single stretch,EURJPY,2016-01-11,bottom,timeout,False,20,3
single stretch,EURJPY,2016-06-14,bottom,continuation,False,8,3
single stretch,EURJPY,2016-07-05,bottom,timeout,False,20,3
single stretch,EURJPY,2016-11-23,top,continuation,False,16,3
single stretch,EURJPY,2017-05-04,top,timeout,False,20,3
single stretch,EURJPY,2017-06-27,top,timeout,False,20,3
single stretch,EURJPY,2017-09-18,top,timeout,False,20,3
single stretch,EURJPY,2018-01-04,top,timeout,False,20,3
single stretch,EURJPY,2018-05-24,bottom,continuation,False,3,3
single stretch,EURJPY,2018-08-14,bottom,timeout,False,20,3
single stretch,EURJPY,2018-12-25,bottom,continuation,False,7,3
single stretch,EURJPY,2019-05-31,bottom,timeout,False,20,3
single stretch,EURJPY,2019-08-01,bottom,timeout,False,20,3
single stretch,EURJPY,2020-02-18,bottom,reversal,False,2,3
single stretch,EURJPY,2020-06-02,top,timeout,False,20,3
single stretch,EURJPY,2020-07-22,top,timeout,False,20,3
single stretch,EURJPY,2020-12-02,top,timeout,False,20,3
single stretch,EURJPY,2021-02-16,top,timeout,False,20,3
single stretch,EURJPY,2021-04-29,top,timeout,False,20,3
single stretch,EURJPY,2021-08-17,bottom,reversal,False,12,3
single stretch,EURJPY,2021-10-15,top,timeout,False,20,3
single stretch,EURJPY,2022-03-04,bottom,reversal,False,9,3
single stretch,EURJPY,2022-03-24,top,timeout,False,20,3
single stretch,EURJPY,2022-06-03,top,timeout,False,20,3
single stretch,EURJPY,2022-09-07,top,timeout,False,20,3
single stretch,EURJPY,2022-10-17,top,timeout,False,20,3
single stretch,EURJPY,2023-04-28,top,timeout,False,20,3
single stretch,EURJPY,2023-06-14,top,continuation,False,2,3
single stretch,EURJPY,2023-07-21,top,reversal,False,4,3
single stretch,EURJPY,2023-11-10,top,reversal,False,19,3
single stretch,EURJPY,2024-02-26,top,reversal,False,8,2
single stretch,EURJPY,2024-03-20,top,timeout,False,20,3
single stretch,EURJPY,2024-04-25,top,timeout,False,20,3
single stretch,EURJPY,2024-06-27,top,reversal,False,19,3
single stretch,EURJPY,2024-07-31,bottom,timeout,False,20,3
single stretch,EURJPY,2024-09-06,bottom,timeout,False,20,3
single stretch,EURJPY,2024-12-02,bottom,reversal,False,13,3
single stretch,EURJPY,2025-06-16,top,timeout,False,20,3
single stretch,EURJPY,2025-09-24,top,continuation,False,10,3
single stretch,EURJPY,2025-10-24,top,continuation,False,18,2
single stretch,EURJPY,2025-11-24,top,timeout,False,20,3
single stretch,EURJPY,2026-01-12,top,timeout,False,20,3
single stretch,EURJPY,2026-04-10,top,reversal,False,14,3
single stretch,GBPJPY,2009-06-09,top,timeout,False,20,3
single stretch,GBPJPY,2009-09-25,bottom,reversal,False,20,3
single stretch,GBPJPY,2010-02-25,bottom,timeout,False,20,3
single stretch,GBPJPY,2010-05-20,bottom,timeout,False,20,3
single stretch,GBPJPY,2011-03-16,bottom,reversal,False,12,3
single stretch,GBPJPY,2011-04-05,top,timeout,False,20,3
single stretch,GBPJPY,2011-07-12,bottom,timeout,False,20,3
single stretch,GBPJPY,2011-09-13,bottom,timeout,False,20,3
single stretch,GBPJPY,2012-01-11,bottom,reversal,False,20,3
single stretch,GBPJPY,2012-02-17,top,continuation,False,19,3
single stretch,GBPJPY,2012-03-26,top,timeout,False,20,3
single stretch,GBPJPY,2012-09-17,top,timeout,False,20,3
single stretch,GBPJPY,2012-10-25,top,timeout,False,20,3
single stretch,GBPJPY,2013-01-17,top,reversal,False,4,2
single stretch,GBPJPY,2013-01-31,top,reversal,False,17,3
single stretch,GBPJPY,2013-04-05,top,timeout,False,20,3
single stretch,GBPJPY,2013-05-09,top,timeout,False,20,3
single stretch,GBPJPY,2013-09-10,top,timeout,False,20,3
single stretch,GBPJPY,2013-11-15,top,continuation,False,8,3
single stretch,GBPJPY,2013-12-18,top,timeout,False,20,2
single stretch,GBPJPY,2014-07-03,top,timeout,False,20,3
single stretch,GBPJPY,2014-09-18,top,reversal,False,17,3
single stretch,GBPJPY,2014-10-31,top,timeout,False,20,3
single stretch,GBPJPY,2015-01-15,bottom,timeout,False,20,3
single stretch,GBPJPY,2015-05-11,top,timeout,False,20,2
single stretch,GBPJPY,2015-06-11,top,reversal,False,19,3
single stretch,GBPJPY,2015-09-01,bottom,timeout,False,20,3
single stretch,GBPJPY,2015-12-22,bottom,continuation,False,12,3
single stretch,GBPJPY,2016-02-10,bottom,timeout,False,20,3
single stretch,GBPJPY,2016-04-05,bottom,timeout,False,20,3
single stretch,GBPJPY,2016-08-04,bottom,timeout,False,20,3
single stretch,GBPJPY,2016-09-21,bottom,timeout,False,20,3
single stretch,GBPJPY,2016-11-21,top,continuation,False,17,3
single stretch,GBPJPY,2017-04-28,top,timeout,False,20,3
single stretch,GBPJPY,2017-08-23,bottom,reversal,False,14,3
single stretch,GBPJPY,2017-09-15,top,timeout,False,20,3
single stretch,GBPJPY,2018-05-29,bottom,timeout,False,20,3
single stretch,GBPJPY,2018-08-08,bottom,timeout,False,20,3
single stretch,GBPJPY,2018-09-20,top,timeout,False,20,3
single stretch,GBPJPY,2018-12-25,bottom,continuation,False,7,3
single stretch,GBPJPY,2019-02-27,top,timeout,False,20,3
single stretch,GBPJPY,2019-05-15,bottom,continuation,False,12,3
single stretch,GBPJPY,2019-07-02,bottom,continuation,False,19,2
single stretch,GBPJPY,2019-10-15,top,timeout,False,20,3
single stretch,GBPJPY,2019-11-27,top,continuation,False,11,1
single stretch,GBPJPY,2020-03-03,bottom,continuation,False,9,3
single stretch,GBPJPY,2020-06-05,top,reversal,False,11,3
single stretch,GBPJPY,2020-08-12,top,timeout,False,20,3
single stretch,GBPJPY,2021-05-10,top,timeout,False,20,3
single stretch,GBPJPY,2021-10-15,top,timeout,False,20,3
single stretch,GBPJPY,2022-01-04,top,timeout,False,20,3
single stretch,GBPJPY,2022-03-22,top,continuation,False,20,3
single stretch,GBPJPY,2022-06-07,top,timeout,False,20,3
single stretch,GBPJPY,2022-09-23,bottom,reversal,False,7,3
single stretch,GBPJPY,2022-12-30,bottom,timeout,False,20,3
single stretch,GBPJPY,2023-04-28,top,timeout,False,20,3
single stretch,GBPJPY,2023-06-07,top,continuation,False,7,3
single stretch,GBPJPY,2023-08-16,top,timeout,False,20,3
single stretch,GBPJPY,2023-11-14,top,reversal,False,17,3
single stretch,GBPJPY,2024-02-22,top,timeout,False,20,3
single stretch,GBPJPY,2024-04-26,top,timeout,False,20,3
single stretch,GBPJPY,2024-06-12,top,continuation,False,13,2
single stretch,GBPJPY,2024-07-31,bottom,continuation,False,3,3
single stretch,GBPJPY,2024-09-11,bottom,reversal,False,11,3
single stretch,GBPJPY,2025-10-07,top,timeout,False,20,3
single stretch,GBPJPY,2025-11-26,top,timeout,False,20,3
single stretch,GBPJPY,2026-01-22,top,reversal,False,2,3
single stretch,CADJPY,2009-05-08,top,timeout,False,20,3
single stretch,CADJPY,2010-01-07,top,reversal,False,13,3
single stretch,CADJPY,2010-03-31,top,timeout,False,20,3
single stretch,CADJPY,2010-08-24,bottom,timeout,False,20,3
single stretch,CADJPY,2011-03-16,bottom,reversal,False,10,3
single stretch,CADJPY,2011-04-05,top,timeout,False,20,3
single stretch,CADJPY,2011-08-10,bottom,timeout,False,20,3
single stretch,CADJPY,2011-09-22,bottom,timeout,False,20,3
single stretch,CADJPY,2012-02-16,top,continuation,False,11,3
single stretch,CADJPY,2012-05-30,bottom,continuation,False,1,0
single stretch,CADJPY,2012-11-23,top,timeout,False,20,3
single stretch,CADJPY,2013-01-25,top,timeout,False,20,3
single stretch,CADJPY,2013-04-08,top,timeout,False,20,3
single stretch,CADJPY,2013-05-09,top,timeout,False,20,3
single stretch,CADJPY,2013-12-31,top,reversal,False,8,3
single stretch,CADJPY,2014-01-23,bottom,timeout,False,20,3
single stretch,CADJPY,2014-07-03,top,timeout,False,20,3
single stretch,CADJPY,2014-09-04,top,continuation,False,11,3
single stretch,CADJPY,2015-01-15,bottom,continuation,False,7,2
single stretch,CADJPY,2015-02-04,bottom,timeout,False,20,3
single stretch,CADJPY,2015-07-08,bottom,reversal,False,2,1
single stretch,CADJPY,2015-07-27,bottom,reversal,False,2,1
single stretch,CADJPY,2015-08-03,bottom,reversal,False,6,1
single stretch,CADJPY,2015-08-21,bottom,continuation,False,1,3
single stretch,CADJPY,2015-09-01,bottom,timeout,False,20,3
single stretch,CADJPY,2015-12-11,bottom,continuation,False,19,3
single stretch,CADJPY,2016-06-27,bottom,timeout,False,20,3
single stretch,CADJPY,2016-11-21,top,continuation,False,14,3
single stretch,CADJPY,2017-01-06,top,reversal,False,8,2
single stretch,CADJPY,2017-03-27,bottom,timeout,False,20,3
single stretch,CADJPY,2017-06-28,top,timeout,False,20,3
single stretch,CADJPY,2017-07-28,top,timeout,False,20,3
single stretch,CADJPY,2017-09-12,top,timeout,False,20,3
single stretch,CADJPY,2018-01-05,top,reversal,False,3,3
single stretch,CADJPY,2018-02-15,bottom,timeout,False,20,3
single stretch,CADJPY,2018-03-22,bottom,reversal,False,9,2
single stretch,CADJPY,2018-12-20,bottom,continuation,False,10,3
single stretch,CADJPY,2019-05-31,bottom,timeout,False,20,3
single stretch,CADJPY,2019-08-05,bottom,timeout,False,20,3
single stretch,CADJPY,2019-10-28,top,timeout,False,20,3
single stretch,CADJPY,2020-03-03,bottom,continuation,False,4,3
single stretch,CADJPY,2020-03-16,bottom,timeout,False,20,3
single stretch,CADJPY,2021-02-15,top,continuation,False,14,3
single stretch,CADJPY,2021-04-29,top,timeout,False,20,3
single stretch,CADJPY,2021-07-19,bottom,reversal,False,16,2
single stretch,CADJPY,2021-08-19,bottom,timeout,False,20,3
single stretch,CADJPY,2021-10-11,top,timeout,False,20,3
single stretch,CADJPY,2022-03-16,top,continuation,False,6,3
single stretch,CADJPY,2022-06-02,top,timeout,False,20,3
single stretch,CADJPY,2022-09-06,top,timeout,False,20,3
single stretch,CADJPY,2022-12-01,bottom,timeout,False,20,3
single stretch,CADJPY,2023-01-13,bottom,timeout,False,20,2
single stretch,CADJPY,2023-05-26,top,continuation,False,15,3
single stretch,CADJPY,2023-09-20,top,timeout,False,20,3
single stretch,CADJPY,2023-12-07,bottom,timeout,False,20,3
single stretch,CADJPY,2024-04-25,top,continuation,False,2,3
single stretch,CADJPY,2024-06-21,top,timeout,False,20,3
single stretch,CADJPY,2024-07-24,bottom,continuation,False,7,3
single stretch,CADJPY,2024-09-06,bottom,reversal,False,19,2
single stretch,CADJPY,2025-02-26,bottom,timeout,False,20,3
single stretch,CADJPY,2025-07-15,top,timeout,False,20,3
single stretch,CADJPY,2025-10-08,top,timeout,False,20,3
single stretch,CADJPY,2025-11-18,top,timeout,False,20,3
single stretch,CADJPY,2025-12-19,top,timeout,False,20,3
single stretch,CADJPY,2026-01-22,top,reversal,False,2,3
single stretch,CADJPY,2026-03-11,top,timeout,False,20,3
single stretch,CADJPY,2026-07-31,bottom,timeout,False,20,3
single stretch,AUDJPY,2009-03-23,top,timeout,False,20,3
single stretch,AUDJPY,2009-05-07,top,timeout,False,20,3
single stretch,AUDJPY,2009-06-11,top,timeout,False,20,3
single stretch,AUDJPY,2009-08-07,top,timeout,False,20,3
single stretch,AUDJPY,2009-10-15,top,timeout,False,20,3
single stretch,AUDJPY,2010-04-01,top,timeout,False,20,3
single stretch,AUDJPY,2010-05-20,bottom,timeout,False,20,3
single stretch,AUDJPY,2011-03-16,bottom,reversal,False,7,3
single stretch,AUDJPY,2011-04-01,top,timeout,False,20,3
single stretch,AUDJPY,2011-08-08,bottom,timeout,False,20,3
single stretch,AUDJPY,2011-09-21,bottom,timeout,False,20,3
single stretch,AUDJPY,2012-01-25,top,timeout,False,20,3
single stretch,AUDJPY,2012-03-15,top,reversal,False,10,2
single stretch,AUDJPY,2012-05-09,bottom,continuation,False,10,2
single stretch,AUDJPY,2012-11-21,top,timeout,False,20,3
single stretch,AUDJPY,2013-02-15,top,reversal,False,4,1
single stretch,AUDJPY,2013-03-08,top,timeout,False,20,3
single stretch,AUDJPY,2013-06-06,bottom,timeout,False,20,3
single stretch,AUDJPY,2013-07-30,bottom,timeout,False,20,3
single stretch,AUDJPY,2014-01-24,bottom,timeout,False,20,3
single stretch,AUDJPY,2014-04-01,top,timeout,False,20,3
single stretch,AUDJPY,2014-09-03,top,reversal,False,18,3
single stretch,AUDJPY,2014-11-11,top,timeout,False,20,3
single stretch,AUDJPY,2015-01-23,bottom,timeout,False,20,3
single stretch,AUDJPY,2015-07-08,bottom,timeout,False,20,2
single stretch,AUDJPY,2016-01-06,bottom,continuation,False,7,3
single stretch,AUDJPY,2017-04-11,bottom,timeout,False,20,3
single stretch,AUDJPY,2017-06-30,top,timeout,False,20,3
single stretch,AUDJPY,2017-09-20,top,timeout,False,20,3
single stretch,AUDJPY,2017-11-17,bottom,timeout,False,20,3
single stretch,AUDJPY,2018-01-04,top,timeout,False,20,3
single stretch,AUDJPY,2018-02-28,bottom,timeout,False,20,3
single stretch,AUDJPY,2018-12-21,bottom,continuation,False,9,2
single stretch,AUDJPY,2019-05-09,bottom,timeout,False,20,3
single stretch,AUDJPY,2019-06-13,bottom,reversal,False,12,2
single stretch,AUDJPY,2019-08-23,bottom,reversal,False,9,2
single stretch,AUDJPY,2019-12-27,top,reversal,False,8,3
single stretch,AUDJPY,2020-01-31,bottom,continuation,False,20,3
single stretch,AUDJPY,2020-03-05,bottom,continuation,False,2,3
single stretch,AUDJPY,2020-06-01,top,continuation,False,1,0
single stretch,AUDJPY,2020-07-21,top,timeout,False,20,2
single stretch,AUDJPY,2020-08-27,top,reversal,False,17,2
single stretch,AUDJPY,2020-12-10,top,timeout,False,20,3
single stretch,AUDJPY,2021-02-12,top,continuation,False,8,3
single stretch,AUDJPY,2021-03-02,top,timeout,False,20,3
single stretch,AUDJPY,2021-07-08,bottom,timeout,False,20,3
single stretch,AUDJPY,2021-10-14,top,timeout,False,20,3
single stretch,AUDJPY,2021-12-03,bottom,reversal,False,9,3
single stretch,AUDJPY,2022-03-16,top,continuation,False,6,3
single stretch,AUDJPY,2022-06-07,top,timeout,False,20,3
single stretch,AUDJPY,2022-09-12,top,reversal,False,11,3
single stretch,AUDJPY,2022-12-20,bottom,timeout,False,20,3
single stretch,AUDJPY,2023-06-09,top,continuation,False,6,3
single stretch,AUDJPY,2023-11-15,top,reversal,False,16,3
single stretch,AUDJPY,2024-04-09,top,reversal,False,8,3
single stretch,AUDJPY,2024-04-25,top,continuation,False,2,3
single stretch,AUDJPY,2024-05-14,top,timeout,False,20,3
single stretch,AUDJPY,2024-06-19,top,continuation,False,10,3
single stretch,AUDJPY,2024-07-24,bottom,continuation,False,5,3
single stretch,AUDJPY,2024-08-09,bottom,timeout,False,20,3
single stretch,AUDJPY,2024-09-10,bottom,reversal,False,12,3
single stretch,AUDJPY,2024-12-06,bottom,timeout,False,20,3
single stretch,AUDJPY,2025-02-28,bottom,timeout,False,20,3
single stretch,AUDJPY,2025-04-04,bottom,timeout,False,20,3
single stretch,AUDJPY,2025-07-11,top,timeout,False,20,2
single stretch,AUDJPY,2025-09-12,top,timeout,False,20,3
single stretch,AUDJPY,2025-12-05,top,timeout,False,20,3
single stretch,AUDJPY,2026-01-19,top,continuation,False,3,2
single stretch,AUDJPY,2026-01-28,top,continuation,False,5,2
single stretch,AUDJPY,2026-02-25,top,timeout,False,20,3
single stretch,NZDJPY,2009-03-23,top,timeout,False,20,3
single stretch,NZDJPY,2009-06-01,top,timeout,False,20,3
single stretch,NZDJPY,2009-08-07,top,timeout,False,20,3
single stretch,NZDJPY,2009-10-15,top,timeout,False,20,3
single stretch,NZDJPY,2010-11-05,top,timeout,False,20,3
single stretch,NZDJPY,2011-03-15,bottom,continuation,False,2,3
single stretch,NZDJPY,2011-04-05,top,timeout,False,20,2
single stretch,NZDJPY,2011-09-22,bottom,timeout,False,20,3
single stretch,NZDJPY,2011-11-21,bottom,timeout,False,20,3
single stretch,NZDJPY,2012-01-24,top,continuation,False,16,3
single stretch,NZDJPY,2012-03-13,top,timeout,False,20,2
single stretch,NZDJPY,2012-05-08,bottom,continuation,False,4,0
